Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_encoded,Private_encoded,Outstate_Tier_encoded_scaled,Private_encoded_scaled,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_trans,Private_encoded_trans,Private_encoded_scaled_trans,Accept_Rate_trans_scaled,Private_encoded_trans_scaled,Private_encoded_scaled_trans_scaled
Calvin College,Yes,1784,1512,913,29,56,3401,136,10230,3710,400,1210,75.0,81,14.8,41,7786,81,0.09516619432280915,0.24725766545286093,0.7257477709242769,0.32152095127645364,0.5844601296289293,-0.5486568717948546,0.07569605349661883,-1.0388011424180428,0.009481775432553024,0.0447497870211825,-0.06061368145330422,0.2348219920998793,1.3638859589907049,-0.20851023889601608,0.8475336322869955,Medium,1,1,0.3581403891754813,0.6125530498969481,0.0951661943228088,0.24725766545286101,0.7257477709242763,0.32152095127645325,0.5844601296289298,-0.5486568717948547,0.07569605349661811,-1.0388011424180428,0.009481775432552018,0.04474978702118213,-0.060613681453304334,0.2348219920998789,1.3638859589907044,-0.208510238895997,0.6781922796041159,0.6125530498969479,0.612553049896948,0.6781922796041155,0.6125530498969481,0.6125530498969483
Campbell University,Yes,2087,1339,657,20,54,3191,1204,7550,2790,600,500,77.0,77,21.8,34,3739,63,0.24047363349370748,0.12530718620019,0.4003869965706257,-0.26074560260699386,0.5267310204053057,0.8597258232245718,-0.6598208512842492,0.4497726389260374,-1.756532921293452,0.18578692338884797,-0.3539307841170397,1.8314128398805933,0.9383237726310382,-2.671907195958954,0.6415908001916627,Low,0,1,-1.0987972149572356,0.6125530498969481,0.24047363349370712,0.12530718620019007,0.4003869965706251,-0.26074560260699425,0.5267310204053062,0.8597258232245717,-0.6598208512842498,0.4497726389260378,-1.756532921293453,0.1857869233888476,-0.3539307841170398,1.831412839880593,0.9383237726310377,-2.671907195958935,-0.8850987485449207,0.6125530498969479,0.612553049896948,-0.8850987485449213,0.6125530498969481,0.6125530498969483
Campbellsville College,Yes,848,587,298,25,55,935,184,6060,3070,600,1300,62.0,66,17.7,13,5391,49,-0.6168391080469758,-0.7300551774048354,-0.45240261024656314,0.08298682799864276,-0.7579689513940482,-0.369385371908251,-1.1462719174562,0.4497726389260374,0.1579982604829097,-0.7814483389667398,-1.0406490873905974,0.9272842059255697,-0.7285459060471434,-1.320948411747339,0.6922169811320755,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.6168391080469762,-0.7300551774048353,-0.45240261024656386,0.08298682799864236,-0.7579689513940477,-0.36938537190825105,-1.1462719174562006,0.4497726389260378,0.15799826048290871,-0.7814483389667402,-1.0406490873905974,0.9272842059255693,-0.7285459060471439,-1.3209484117473198,-0.5706106696566993,0.6125530498969479,0.612553049896948,-0.5706106696566998,0.6125530498969481,0.6125530498969483
Canisius College,Yes,2853,2193,753,16,34,2978,434,10750,5340,400,1130,90.0,92,14.6,26,7972,64,0.52514371121213,0.6140865599071155,0.5372563605004562,-0.5868962977653778,0.46324033323957886,0.1669538302781348,0.2031889464536947,-1.0388011424180428,-0.13138566673394933,1.1932365358027166,0.8745903245365926,0.18511882893705714,0.3918121831278882,-0.14436225853658483,0.768664563617245,Medium,1,1,0.3581403891754813,0.6125530498969481,0.5251437112121297,0.6140865599071156,0.5372563605004557,-0.5868962977653782,0.4632403332395793,0.1669538302781347,0.20318894645369398,-1.0388011424180428,-0.13138566673395033,1.1932365358027162,0.8745903245365925,0.18511882893705672,0.3918121831278878,-0.14436225853656576,-0.013776679397669429,0.6125530498969479,0.612553049896948,-0.013776679397669866,0.6125530498969481,0.6125530498969483
Capital University,Yes,1747,1382,449,34,66,1662,960,13050,4000,500,800,64.0,69,12.1,27,9557,83,0.07562638926674231,0.15712973449013912,0.0027242539302285234,0.5861080901616065,-0.11290026838439143,0.7006070577467998,0.7230867763152471,-0.22914901677242944,-0.8318078970334455,-0.6645466615014023,-0.870204749794732,-0.4612920948206636,0.464466880638092,0.3219178655112278,0.7910704064109902,Medium,1,1,0.3581403891754813,0.6125530498969481,0.07562638926674196,0.1571297344901392,0.0027242539302278473,0.586108090161606,-0.11290026838439098,0.7006070577467997,0.7230867763152464,-0.22914901677242913,-0.8318078970334465,-0.6645466615014026,-0.8702047497947321,-0.46129209482066397,0.4644668806380916,0.3219178655112469,0.16993302245858066,0.6125530498969479,0.612553049896948,0.16993302245858025,0.6125530498969481,0.6125530498969483
Capitol College,Yes,100,90,35,10,52,282,331,8400,2812,300,2134,10.0,50,12.1,24,7976,52,-2.8864098356365715,-2.8612609076441524,-3.337368377014188,-1.2174962818199055,-2.3924029027075435,-0.006825730482078455,-0.41019873029626974,-2.0489462340837274,1.2057916321448667,-2.5265754853049125,-1.7540883479816314,-0.4612920948206636,0.24207061628816592,-0.1430081219056232,0.9,Low,0,1,-1.0987972149572356,0.6125530498969481,-2.886409835636572,-2.8612609076441524,-3.3373683770141893,-1.217496281819906,-2.392402902707543,-0.006825730482078528,-0.41019873029627046,-2.0489462340837274,1.2057916321448656,-2.526575485304913,-1.7540883479816314,-0.46129209482066397,0.24207061628816554,-0.14300812190560414,1.2133336670604014,0.6125530498969479,0.612553049896948,1.2133336670604011,0.6125530498969481,0.6125530498969483
Carleton College,Yes,2694,1579,489,75,93,1870,12,19292,3957,550,550,81.0,93,10.4,60,17960,91,0.47341766242464334,0.2905239252197197,0.09391910438190838,2.045929987248018,0.009595998584790386,-1.8048433792180707,1.882538559587504,0.12378880488361321,-1.5716298036474603,0.47901914729053885,0.9693375120855497,-0.9318252596102692,2.356633289468622,1.6292354700511187,0.5861172976985894,High,2,1,1.8150779933081982,0.6125530498969481,0.473417662424643,0.29052392521971976,0.09391910438190772,2.0459299872480177,0.009595998584790844,-1.8048433792180707,1.8825385595875033,0.12378880488361355,-1.5716298036474614,0.47901914729053846,0.9693375120855496,-0.9318252596102696,2.3566332894686215,1.6292354700511378,-1.1855875096036497,0.6125530498969479,0.612553049896948,-1.1855875096036503,0.6125530498969481,0.6125530498969483
Carnegie Mellon University,Yes,8728,5201,1191,60,89,4265,291,17900,5690,450,1250,86.0,93,9.2,31,24386,74,1.491432777229253,1.4301021217562964,0.976702917068261,1.6091146533387966,0.7830972034817116,-0.08798841183029611,1.6482061987137038,-0.6143252338289236,0.07671009872843897,0.8664948177542383,0.9693375120855497,-1.2824886008259322,0.7420738947418721,2.119027172160029,0.5958982584784601,High,2,1,1.8150779933081982,0.6125530498969481,1.4914327772292526,1.4301021217562964,0.9767029170682604,1.609114653338796,0.7830972034817121,-0.08798841183029618,1.648206198713703,-0.6143252338289233,0.07671009872843797,0.866494817754238,0.9693375120855496,-1.2824886008259326,0.7420738947418717,2.119027172160048,-1.1357462998800243,0.6125530498969479,0.612553049896948,-1.135746299880025,0.6125530498969481,0.6125530498969483
Carroll College,Yes,1160,991,352,19,55,1357,737,12200,3880,480,930,74.0,81,17.8,25,7666,79,-0.3122040185472807,-0.18122156591952795,-0.2640442629411666,-0.337261774390416,-0.33105720389167687,0.5187933899170081,0.538548635061208,-0.37900292043178496,-0.5286396969354419,-0.024374663811267006,-0.06061368145330422,0.9503002630614447,0.31770887154146105,-0.25116464700509344,0.8543103448275862,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.312204018547281,-0.18122156591952787,-0.26404426294116734,-0.3372617743904164,-0.3310572038916764,0.518793389917008,0.5385486350612073,-0.3790029204317847,-0.5286396969354429,-0.02437466381126737,-0.060613681453304334,0.9503002630614442,0.31770887154146066,-0.25116464700507435,0.7437809670111335,0.6125530498969479,0.612553049896948,0.7437809670111332,0.6125530498969481,0.6125530498969483
Carson-Newman College,Yes,1096,951,464,27,62,1776,239,8150,3150,400,500,61.0,62,13.6,16,6716,67,-0.3668751723093476,-0.2236842805853324,0.037982710359957865,0.20567765393688317,-0.04359273250139943,-0.21025768633299818,-0.4818234017054697,-1.0388011424180428,-1.756532921293452,-0.8385089510035679,-1.2491515938109201,-0.06764502846155519,-0.4323290036172367,-0.6294303413361905,0.8677007299270073,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.3668751723093479,-0.22368428058533232,0.03798271035995719,0.20567765393688278,-0.04359273250139897,-0.21025768633299827,-0.48182340170547044,-1.0388011424180428,-1.756532921293453,-0.8385089510035683,-1.2491515938109201,-0.06764502846155561,-0.4323290036172371,-0.6294303413361714,0.8764031076539335,0.6125530498969479,0.612553049896948,0.8764031076539333,0.6125530498969481,0.6125530498969483
Carthage College,Yes,1616,1427,434,20,43,1405,580,13125,3775,500,1300,74.0,89,15.9,22,7364,62,0.0026916501597886956,0.1893177778074135,-0.03392052671602056,-0.26074560260699386,-0.2929629317729835,0.3576045072494735,0.7389859480046441,-0.22914901677242944,0.1579982604829097,-0.024374663811267006,0.6002637149158834,0.5034686642441683,0.08579840488433134,-0.3632205191193567,0.8830445544554455,Medium,1,1,0.3581403891754813,0.6125530498969481,0.002691650159788348,0.18931777780741357,-0.03392052671602125,-0.26074560260699425,-0.29296293177298305,0.35760450724947346,0.7389859480046435,-0.22914901677242913,0.15799826048290871,-0.02437466381126737,0.6002637149158833,0.5034686642441678,0.08579840488433095,-0.3632205191193376,1.0334105547536723,0.6125530498969479,0.612553049896948,1.033410554753672,0.6125530498969481,0.6125530498969483
Case Western Reserve University,Yes,3877,3156,713,71,93,3051,513,15700,4730,525,1460,95.0,95,2.9,29,19733,67,0.798124696318164,0.9640996243027534,0.48282418136694616,1.9367494180219447,0.48560716498551015,0.27630853447135695,1.2520894434855123,-0.04901447100702777,0.39995323816588035,1.6226316210808194,1.1638582779526243,-3.5452811021927726,0.605737985971725,1.7887395794326155,0.8140314676296105,High,2,1,1.8150779933081982,0.6125530498969481,0.7981246963181636,0.9640996243027535,0.48282418136694555,1.9367494180219442,0.4856071649855106,0.2763085344713569,1.2520894434855117,-0.04901447100702746,0.39995323816587935,1.622631621080819,1.1638582779526243,-3.545281102192773,0.6057379859717246,1.7887395794326346,0.36857955711760143,0.6125530498969479,0.612553049896948,0.36857955711760104,0.6125530498969481,0.6125530498969483
Castleton State College,No,1257,940,363,9,22,1547,294,7656,4690,400,700,75.0,91,14.7,8,6318,79,-0.2352265822031233,-0.2356968609795194,-0.22976369162971375,-1.348494791392716,-0.18895068966351802,-0.08155907217543215,-0.6277154293158018,-1.0388011424180428,-1.0978374622751548,0.0447497870211825,0.781503315639944,0.21000461555961872,-1.310419180097965,-0.8134653807322536,0.7478122513922036,Low,0,0,-1.0987972149572356,-1.6325116659989423,-0.23522658220312367,-0.2356968609795193,-0.22976369162971444,-1.3484947913927166,-0.18895068966351758,-0.08155907217543222,-0.6277154293158025,-1.0388011424180428,-1.0978374622751559,0.04474978702118213,0.7815033156399439,0.2100046155596183,-1.3104191800979654,-0.8134653807322345,-0.17611038749113248,-1.6325116659989425,-1.6325116659989423,-0.17611038749113295,-1.6325116659989423,-1.6325116659989423
Catawba College,Yes,1083,880,291,13,34,915,80,9270,4100,600,1860,75.0,82,13.5,27,8425,55,-0.37839846493920515,-0.30398328948225134,-0.47968071091938363,-0.8748385657786061,-0.7838343578658066,-0.8513969218978396,-0.17134466405131193,0.4497726389260374,0.9114260614734201,0.0447497870211825,0.01651265888576715,-0.09332712383236806,0.464466880638092,0.0026385308947871338,0.8125577100646353,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.3783984649392055,-0.3039832894822513,-0.47968071091938436,-0.8748385657786065,-0.7838343578658061,-0.8513969218978397,-0.17134466405131266,0.4497726389260378,0.9114260614734191,0.04474978702118213,0.01651265888576704,-0.09332712383236848,0.4644668806380916,0.002638530894806205,0.355505313585811,0.6125530498969479,0.612553049896948,0.3555053135858106,0.6125530498969481,0.6125530498969483
Catholic University of America,Yes,1754,1465,505,24,49,2159,211,13712,6408,526,1100,90.0,96,9.3,18,12751,75,0.07935696574711638,0.21566439933958653,0.12801341170967734,0.018775285270126344,0.15466820002687584,-0.28654270580824537,0.8614086837306055,-0.04196592039303374,-0.18660316336359328,1.1932365358027166,1.263654675854437,-1.2526084942517992,-0.2501326687269887,0.975060254281943,0.8352337514253135,Medium,1,1,0.3581403891754813,0.6125530498969481,0.07935696574711604,0.21566439933958662,0.1280134117096767,0.018775285270125945,0.15466820002687628,-0.2865427058082454,0.8614086837306049,-0.04196592039303343,-0.18660316336359428,1.1932365358027162,1.263654675854437,-1.2526084942517997,-0.2501326687269891,0.9750602542819621,0.561724545800495,0.6125530498969479,0.612553049896948,0.5617245458004947,0.6125530498969481,0.6125530498969483
Cazenovia College,Yes,3847,3433,527,9,35,1010,12,9384,4840,600,500,22.0,47,14.3,20,7697,100,0.7912860481842736,1.0437269989849096,0.17290981293903185,-1.348494791392716,-0.6666585703449984,-1.8048433792180707,-0.14115428749274922,0.4497726389260374,-1.756532921293452,-2.3438656331400742,-1.854012679433033,0.11004466967325688,-0.07789765626183243,-0.2400473915665903,0.8923836755913699,Medium,1,1,0.3581403891754813,0.6125530498969481,0.7912860481842733,1.0437269989849096,0.1729098129390312,-1.3484947913927166,-0.666658570344998,-1.8048433792180707,-0.14115428749274994,0.4497726389260378,-1.756532921293453,-2.3438656331400747,-1.854012679433033,0.11004466967325646,-0.07789765626183281,-0.24004739156657123,1.1316665847149676,0.6125530498969479,0.612553049896948,1.1316665847149674,0.6125530498969481,0.6125530498969483
Cedar Crest College,Yes,776,607,198,25,58,791,764,14340,5285,500,1000,58.0,83,11.7,39,10961,74,-0.704379887488903,-0.6943468073312872,-0.935584685715265,0.08298682799864276,-0.961253622543014,0.5432947997537767,0.988627684926385,-0.22914901677242944,-0.3813083118461038,-1.004132554468048,0.09518189874570733,-0.5695082346102578,1.2464286838639715,0.6451568659043251,0.7822164948453608,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.7043798874889033,-0.6943468073312871,-0.9355846857152658,0.08298682799864236,-0.9612536225430136,0.5432947997537766,0.9886276849263843,-0.22914901677242913,-0.3813083118461048,-1.0041325544680484,0.09518189874570722,-0.5695082346102582,1.246428683863971,0.6451568659043442,0.09616485532126307,0.6125530498969479,0.612553049896948,0.09616485532126266,0.6125530498969481,0.6125530498969483
Cedarville College,Yes,1307,1090,616,25,55,2196,82,7344,4410,570,1000,50.0,52,15.3,34,6897,64,-0.1979998749665203,-0.08354880592958153,0.3347065054539671,0.08298682799864276,0.17152194884325347,-0.8376461676233993,-0.7230716102577422,0.25716645871250754,-0.3813083118461038,-1.4050766892516116,-1.6818585158460908,0.3579040707316264,0.9383237726310382,-0.5512011263878434,0.8339709257842387,Low,0,1,-1.0987972149572356,0.6125530498969481,-0.19799987496652066,-0.08354880592958146,0.33470650545396646,0.08298682799864236,0.17152194884325392,-0.8376461676233994,-0.7230716102577429,0.25716645871250793,-0.3813083118461048,-1.405076689251612,-1.6818585158460908,0.357904070731626,0.9383237726310377,-0.5512011263878243,0.5499527203078983,0.6125530498969479,0.612553049896948,0.549952720307898,0.6125530498969481,0.6125530498969483
Centenary College,Yes,369,312,90,12,46,396,526,11400,5400,500,760,41.0,85,9.5,20,9583,24,-1.460161759073459,-1.4191624272194043,-1.9553034254219788,-0.9818731086748947,-1.8855364574093967,0.292811410881305,0.3569803764545789,-0.22914901677242944,-0.934310671829889,-1.7854761085291093,0.25719681074029643,-1.1932219027537532,-0.07789765626183243,0.3285609141653942,0.8455284552845529,Medium,1,1,0.3581403891754813,0.6125530498969481,-1.4601617590734595,-1.4191624272194043,-1.9553034254219797,-0.9818731086748952,-1.8855364574093962,0.29281141088130497,0.3569803764545782,-0.22914901677242913,-0.93431067182989,-1.7854761085291098,0.2571968107402963,-1.1932219027537536,-0.07789765626183281,0.3285609141654133,0.658979668273535,0.6125530498969479,0.612553049896948,0.6589796682735347,0.6125530498969481,0.6125530498969483
Centenary College of Louisiana,Yes,495,434,210,35,55,775,44,8950,3490,600,1900,86.0,92,11.3,25,9685,66,-1.1566730538585883,-1.0556237859848931,-0.8641837731335517,0.635335268105144,-0.9866041496833927,-1.1742007602630395,-0.25741457910793925,0.4497726389260374,0.9568086491871414,0.8664948177542383,0.8745903245365926,-0.6792077728800088,0.31770887154146105,0.3543560015431348,0.8767676767676768,Medium,1,1,0.3581403891754813,0.6125530498969481,-1.1566730538585888,-1.0556237859848931,-0.8641837731335524,0.6353352681051435,-0.9866041496833923,-1.1742007602630395,-0.25741457910793997,0.4497726389260378,0.9568086491871404,0.866494817754238,0.8745903245365925,-0.6792077728800092,0.31770887154146066,0.3543560015431539,0.9685229102193218,0.6125530498969479,0.612553049896948,0.9685229102193216,0.6125530498969481,0.6125530498969483
Center for Creative Studies,Yes,601,396,203,1,20,525,323,11230,6643,2340,620,8.0,58,6.8,4,13025,47,-0.9596755849373846,-1.155742640957806,-0.9052446697017991,-3.226531284931711,-1.491975325436692,-0.02231496035734868,0.3173263357584517,6.047635804188223,-1.3373331290205177,-2.544341287316448,-1.436985365837391,-2.0424718257510004,-1.9198799308640517,1.01929735871607,0.6589018302828619,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.9596755849373849,-1.155742640957806,-0.9052446697017998,-3.2265312849317116,-1.4919753254366916,-0.022314960357348753,0.317326335758451,6.047635804188224,-1.3373331290205188,-2.5443412873164486,-1.436985365837391,-2.042471825751001,-1.9198799308640522,1.0192973587160892,-0.7820938613121429,0.6125530498969479,0.612553049896948,-0.7820938613121435,0.6125530498969481,0.6125530498969483
Central College,Yes,1283,1113,401,31,65,1355,40,10938,3660,650,600,76.0,90,13.5,29,8444,67,-0.21567438811546874,-0.06221533674606167,-0.1199554619900207,0.4313193649006998,-0.3326799840051528,-1.2238465018477889,0.24828396961564145,0.7528645357434074,-1.4016694654541817,0.11480358880148679,0.6900649668386472,-0.09332712383236806,0.605737985971725,0.008537138505544288,0.8674980514419329,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.2156743881154691,-0.06221533674606159,-0.1199554619900214,0.4313193649006994,-0.33267998400515236,-1.2238465018477889,0.24828396961564073,0.7528645357434078,-1.4016694654541828,0.11480358880148643,0.690064966838647,-0.09332712383236848,0.6057379859717246,0.00853713850556336,0.874365455597996,0.6125530498969479,0.612553049896948,0.8743654555979958,0.6125530498969481,0.6125530498969483
Central Connecticut State University,No,4158,2532,902,6,24,6394,3881,5962,4444,500,985,69.0,73,16.7,4,4900,49,0.8595500442677522,0.7533552713679346,0.7140548340224434,-1.8174726933497243,1.1146997042017148,1.7336255696988387,-1.1809081765765606,-0.22914901677242944,-0.4120571206356933,-0.3560631885270026,-0.6235308993858222,0.6941250685837765,-1.9198799308640517,-1.6480988000930372,0.6089466089466089,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.8595500442677518,0.7533552713679347,0.7140548340224429,-1.8174726933497247,1.1146997042017153,1.7336255696988387,-1.1809081765765612,-0.22914901677242913,-0.4120571206356943,-0.35606318852700297,-0.6235308993858223,0.6941250685837761,-1.9198799308640522,-1.6480988000930181,-1.0672081296007325,-1.6325116659989425,-1.6325116659989423,-1.0672081296007332,-1.6325116659989423,-1.6325116659989423
Central Missouri State University,No,4681,4101,1436,10,35,8094,1596,4620,3288,300,2250,69.0,80,19.7,4,5501,50,0.9628384767165463,1.210472698573113,1.1471932898700623,-1.2174962818199055,1.2946246354668207,1.0621645538178088,-1.698187843805867,-2.0489462340837274,1.3199729923470302,-0.3560631885270026,-0.13620911968157937,1.3779965760601174,-1.9198799308640517,-1.2538943935387334,0.8760948515274514,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.962838476716546,1.210472698573113,1.1471932898700619,-1.217496281819906,1.2946246354668212,1.0621645538178088,-1.6981878438058677,-2.0489462340837274,1.3199729923470291,-0.35606318852700297,-0.13620911968157948,1.377996576060117,-1.9198799308640522,-1.2538943935387143,0.9616219208586697,-1.6325116659989425,-1.6325116659989423,0.9616219208586695,-1.6325116659989423,-1.6325116659989423
Central Washington University,No,2785,2011,1007,8,65,6507,898,7242,3603,654,1416,67.0,89,18.1,0,6413,51,0.5034103374457976,0.5294641621389262,0.8194747251094371,-1.490473824946659,1.1283917554020486,0.6542929569720044,-0.7548220094459698,0.7762234603948068,0.3359643243951337,-0.4822397840169151,0.6002637149158834,1.0190329338711737,-2.939282937555179,-0.7679407049482155,0.7220825852782765,Low,0,0,-1.0987972149572356,-1.6325116659989423,0.5034103374457972,0.5294641621389263,0.8194747251094365,-1.4904738249466594,1.128391755402049,0.6542929569720043,-0.7548220094459704,0.7762234603948073,0.3359643243951327,-0.4822397840169155,0.6002637149158833,1.0190329338711732,-2.9392829375551797,-0.7679407049481964,-0.36541226402733823,-1.6325116659989425,-1.6325116659989423,-0.36541226402733873,-1.6325116659989423,-1.6325116659989423
Central Wesleyan College,Yes,174,146,88,8,29,1047,33,8300,3080,600,600,62.0,62,15.2,18,3365,58,-2.2659170379175673,-2.2864857517717887,-1.9861302240809007,-1.490473824946659,-0.6246047708019041,-1.3224939968973393,-0.43867829091697014,0.4497726389260374,-1.4016694654541817,-0.7814483389667398,-1.2491515938109201,0.3334196419182193,-0.2501326687269887,-3.1133720724334637,0.8390804597701149,Low,0,1,-1.0987972149572356,0.6125530498969481,-2.2659170379175677,-2.2864857517717887,-1.9861302240809016,-1.4904738249466594,-0.6246047708019037,-1.3224939968973393,-0.43867829091697086,0.4497726389260378,-1.4016694654541828,-0.7814483389667402,-1.2491515938109201,0.33341964191821893,-0.2501326687269891,-3.1133720724334446,0.5977951050735794,0.6125530498969479,0.612553049896948,0.597795105073579,0.6125530498969481,0.6125530498969483
Centre College,Yes,1013,888,288,55,82,943,7,11850,4270,600,900,95.0,99,11.4,60,13118,74,-0.443112286358352,-0.2945955145634425,-0.49160380616913507,1.4442444179862461,-0.7478108817456917,-2.0337059225665857,0.4601054924304006,0.4497726389260374,-0.5949489827396871,1.6226316210808194,1.5733239615731247,-0.6516401064957508,2.356633289468622,1.0339873110506859,0.876604146100691,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.4431122863583523,-0.29459551456344246,-0.4916038061691358,1.4442444179862457,-0.7478108817456912,-2.0337059225665857,0.4601054924303999,0.4497726389260378,-0.5949489827396881,1.622631621080819,1.5733239615731247,-0.6516401064957512,2.3566332894686215,1.033987311050705,0.9668446545817033,0.6125530498969479,0.612553049896948,0.9668446545817031,0.6125530498969481,0.6125530498969483
Chapman University,Yes,959,771,351,23,48,1662,209,16624,5895,600,1100,72.0,80,12.8,6,12692,47,-0.4964018489425673,-0.44182663697286073,-0.26722180546366914,-0.04753313995778422,-0.11290026838439143,-0.2923382186643866,1.4226368340790951,0.4497726389260374,-0.18660316336359328,-0.15983625199593327,-0.13620911968157937,-0.27529199961519973,-1.5915826153084158,0.965342456479849,0.8039624608967675,High,2,1,1.8150779933081982,0.6125530498969481,-0.4964018489425676,-0.4418266369728607,-0.26722180546366986,-0.04753313995778462,-0.11290026838439098,-0.29233821866438664,1.4226368340790945,0.4497726389260378,-0.18660316336359428,-0.15983625199593363,-0.13620911968157948,-0.2752919996152001,-1.5915826153084163,0.965342456479868,0.28014629133840124,0.6125530498969479,0.612553049896948,0.28014629133840085,0.6125530498969481,0.6125530498969483
Chatham College,Yes,212,197,91,28,56,471,148,13500,5230,400,850,95.0,98,9.3,37,16095,52,-2.050118986544401,-1.9391716315901373,-1.9401824933004723,0.26440143846515807,-1.6406183232926903,-0.4990089399257461,0.8175992438831524,-1.0388011424180428,-0.7101522318661437,1.6226316210808194,1.4683762334705521,-1.2526084942517992,1.1257980885897985,1.4329192684553187,0.9292452830188679,Medium,1,1,0.3581403891754813,0.6125530498969481,-2.0501189865444016,-1.9391716315901373,-1.9401824933004732,0.2644014384651577,-1.6406183232926899,-0.49900893992574613,0.8175992438831517,-1.0388011424180428,-0.7101522318661447,1.622631621080819,1.4683762334705521,-1.2526084942517997,1.125798088589798,1.4329192684553378,1.5400882046052082,0.6125530498969479,0.612553049896948,1.5400882046052082,0.6125530498969481,0.6125530498969483
Chestnut Hill College,Yes,342,254,126,25,64,518,232,10335,5015,700,850,71.0,71,8.3,29,7729,73,-1.5396995666376383,-1.649810524950969,-1.5055748207535435,0.08298682799864276,-1.5101683890014068,-0.22853411069616925,0.1017771480355762,1.0362571162148249,-0.7101522318661437,-0.22617376518526458,-0.7496836000340958,-1.5573448858410492,0.605737985971725,-0.22864371819642634,0.7426900584795322,Medium,1,1,0.3581403891754813,0.6125530498969481,-1.5396995666376387,-1.649810524950969,-1.5055748207535444,0.08298682799864236,-1.5101683890014064,-0.22853411069616933,0.10177714803557548,1.0362571162148253,-0.7101522318661447,-0.22617376518526494,-0.749683600034096,-1.5573448858410497,0.6057379859717246,-0.22864371819640728,-0.2147494707492727,0.6125530498969479,0.612553049896948,-0.2147494707492732,0.6125530498969481,0.6125530498969483
Christendom College,Yes,81,72,51,33,71,139,3,8730,3600,400,800,92.0,92,9.3,17,10922,58,-3.1283147632143,-3.131991934600465,-2.765199883036328,0.5357381533712033,-3.5750751978875064,-2.3443456717122193,-0.3177671365906919,-1.0388011424180428,-0.8318078970334455,1.3621979324255895,0.8745903245365926,-1.2526084942517992,-0.3398815888114029,0.6370519765995337,0.8888888888888888,Low,0,1,-1.0987972149572356,0.6125530498969481,-3.1283147632143002,-3.131991934600465,-2.7651998830363294,0.5357381533712029,-3.575075197887506,-2.3443456717122193,-0.3177671365906926,-1.0388011424180428,-0.8318078970334465,1.362197932425589,0.8745903245365925,-1.2526084942517997,-0.3398815888114033,0.6370519765995528,1.0946567914003973,0.6125530498969479,0.612553049896948,1.094656791400397,0.6125530498969481,0.6125530498969483
Christian Brothers University,Yes,880,520,224,16,42,1068,364,9300,3260,600,900,81.0,81,11.1,24,8129,63,-0.5804595965517045,-0.8599120273372153,-0.7865953355825228,-0.5868962977653778,-0.6015339322551075,0.0536597639032103,-0.16337628734229984,0.4497726389260374,-0.5949489827396871,0.47901914729053885,-0.06061368145330422,-0.7346353504225267,0.24207061628816592,-0.0919860989746485,0.5909090909090909,Medium,1,1,0.3581403891754813,0.6125530498969481,-0.5804595965517049,-0.8599120273372152,-0.7865953355825236,-0.5868962977653782,-0.6015339322551071,0.05365976390321022,-0.16337628734230056,0.4497726389260378,-0.5949489827396881,0.47901914729053846,-0.060613681453304334,-0.7346353504225271,0.24207061628816554,-0.09198609897462943,-1.1613320892638934,0.6125530498969479,0.612553049896948,-1.161332089263894,0.6125530498969481,0.6125530498969483
